property_id,city,locality,pincode,city_tier,tier,property_type,metro_distance_km,bhk,carpet_area_sqft,age_years,builder,builder_score,builder_tier,rera_registered,rera_number,num_amenities,amenities,circle_rate_per_sqft,price_per_sqft,total_price,asking_price_per_sqft,asking_total_price,stamp_duty_pct,stamp_duty_amt,registration_charge_amt,monthly_rent_est,monthly_rent_asking,rental_yield_pct,vastu_compliant,gated_community,rentable
103358,Lucknow,Gomti Nagar,226010,Tier2,mid,Apartment,2.07,2,892.7,11,Puravankara,0.8,Tier2,1,PREG88015,5,"Jogging Track, Visitor Parking, Lift, Landscaped Garden, Children's Play Area",5836.0,7713.0,6885155.0,7800.0,6963020.0,0.07,481961.0,30000.0,18090.0,18263.0,3.15,1,0,1
103359,Lucknow,Gomti Nagar,226010,Tier2,mid,Apartment,1.88,1,804.4,2,DLF Ltd,0.92,Tier1,1,PREG14067,3,"24/7 Security, Indoor Games Room, Children's Play Area",4548.0,5801.0,4666494.0,6483.0,5214877.0,0.07,326655.0,30000.0,10091.0,10250.0,2.59,1,0,1
103360,Lucknow,Gomti Nagar,226010,Tier2,mid,Row House,2.1,2,2106.9,12,Godrej Properties,0.93,Tier1,1,PREG36245,0,,4818.0,6958.0,14660184.0,7658.0,16134821.0,0.07,1026213.0,30000.0,36786.0,40267.0,3.01,1,0,1
103361,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,1.02,5,4250.2,0,Brigade Group,0.88,Tier1,1,PREG40372,4,"24/7 Security, Lift, Power Backup, Swimming Pool",5620.0,10837.0,46060654.0,10623.0,45150229.0,0.07,3224246.0,30000.0,82770.0,81813.0,2.16,0,0,1
103362,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,0.93,4,4128.4,17,Puravankara,0.8,Tier2,1,PREG92736,4,"Visitor Parking, Clubhouse, Gymnasium, Swimming Pool",6137.0,10409.0,42972554.0,11323.0,46745556.0,0.07,3008079.0,30000.0,47202.0,49346.0,1.32,1,0,1
103363,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.97,3,737.3,9,Brigade Group,0.88,Tier1,1,PREG57104,9,"24/7 Security, Clubhouse, Indoor Games Room, Jogging Track, Gymnasium, Visitor Parking, Lift, Landscaped Garden, Children's Play Area",6207.0,8848.0,6523351.0,9418.0,6943549.0,0.07,456635.0,30000.0,10943.0,11079.0,2.01,1,1,1
103364,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.06,2,748.7,21,Runwal Group,0.78,Tier2,1,PREG39295,9,"Gymnasium, Lift, Indoor Games Room, Landscaped Garden, Children's Play Area, CCTV, 24/7 Security, Swimming Pool, Clubhouse",6180.0,7600.0,5689454.0,8366.0,6263482.0,0.07,398262.0,30000.0,13310.0,14161.0,2.81,1,1,1
103365,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.89,1,1281.9,18,DLF Ltd,0.92,Tier1,1,PREG72650,11,"24/7 Security, Lift, Visitor Parking, Gymnasium, Power Backup, Indoor Games Room, CCTV, Children's Play Area, Clubhouse, Jogging Track, Swimming Pool",6380.0,9815.0,12581537.0,10658.0,13662214.0,0.07,880708.0,30000.0,30347.0,32555.0,2.89,0,1,1
103366,Lucknow,Hazratganj,226001,Tier2,mid-premium,Plot/Land,1.01,0,2752.6,0,Individual/Land Owner,0.6,Tier3,0,,0,,6756.0,5051.0,13902233.0,5584.0,15370740.0,0.07,973156.0,30000.0,0.0,0.0,0.0,1,0,0
103367,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.78,1,806.8,16,Regional Builders Ltd,0.5,Tier3,1,PREG85659,5,"Jogging Track, CCTV, Lift, Visitor Parking, Clubhouse",7205.0,7622.0,6149297.0,7569.0,6106820.0,0.07,430451.0,30000.0,11507.0,11114.0,2.25,1,0,1
103368,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.01,2,1299.0,11,Lodha Group,0.95,Tier1,1,PREG40381,4,"Indoor Games Room, 24/7 Security, Swimming Pool, Landscaped Garden",7142.0,9564.0,12423495.0,9506.0,12348361.0,0.07,869645.0,30000.0,19476.0,18895.0,1.88,1,0,1
103369,Lucknow,Hazratganj,226001,Tier2,mid-premium,Independent House,0.95,3,2875.4,17,Runwal Group,0.78,Tier2,1,PREG30018,1,Swimming Pool,6783.0,8635.0,24827522.0,8844.0,25430660.0,0.07,1737927.0,30000.0,46280.0,46878.0,2.24,1,0,1
103370,Lucknow,Hazratganj,226001,Tier2,mid-premium,Studio/1RK,0.91,1,447.7,22,Brigade Group,0.88,Tier1,1,PREG20202,8,"Lift, Indoor Games Room, Clubhouse, CCTV, Visitor Parking, 24/7 Security, Gymnasium, Landscaped Garden",5664.0,7676.0,3436734.0,7981.0,3573342.0,0.07,240571.0,30000.0,5288.0,5121.0,1.85,0,1,1
103371,Lucknow,Hazratganj,226001,Tier2,mid-premium,Independent House,0.88,2,1851.0,17,DLF Ltd,0.92,Tier1,1,PREG87709,2,"Gymnasium, CCTV",6993.0,9610.0,17786896.0,9606.0,17781250.0,0.07,1245083.0,30000.0,28628.0,28609.0,1.93,1,0,1
103372,Lucknow,Hazratganj,226001,Tier2,mid-premium,Independent House,1.24,4,2792.3,22,Puravankara,0.8,Tier2,1,PREG92634,1,Power Backup,7282.0,9444.0,26369119.0,9169.0,25603643.0,0.07,1845838.0,30000.0,37105.0,38203.0,1.69,1,0,1
103373,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.77,2,1478.5,17,Godrej Properties,0.93,Tier1,1,PREG41978,12,"Indoor Games Room, Clubhouse, Jogging Track, Children's Play Area, Landscaped Garden, Gymnasium, 24/7 Security, Lift, Power Backup, CCTV, Swimming Pool, Visitor Parking",6224.0,8418.0,12445934.0,9050.0,13379978.0,0.07,871215.0,30000.0,21002.0,22277.0,2.02,1,1,1
103374,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.95,2,1187.2,17,Sobha Ltd,0.91,Tier1,1,PREG51486,12,"Visitor Parking, Jogging Track, Clubhouse, Landscaped Garden, Power Backup, Children's Play Area, Indoor Games Room, Swimming Pool, CCTV, 24/7 Security, Lift, Gymnasium",6442.0,9082.0,10781921.0,10076.0,11962681.0,0.07,754734.0,30000.0,19132.0,20290.0,2.13,0,1,1
103375,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.16,1,741.5,16,Prestige Group,0.92,Tier1,1,PREG39708,7,"Clubhouse, Power Backup, CCTV, Visitor Parking, 24/7 Security, Swimming Pool, Gymnasium",6448.0,7788.0,5774415.0,8496.0,6299686.0,0.07,404209.0,30000.0,11956.0,12573.0,2.48,1,1,1
103376,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.95,3,1114.9,18,Kolte-Patil,0.82,Tier2,1,PREG24937,4,"Visitor Parking, CCTV, Lift, Power Backup",7194.0,8842.0,9858620.0,8713.0,9714373.0,0.07,690103.0,30000.0,16369.0,17708.0,1.99,1,0,1
103377,Lucknow,Hazratganj,226001,Tier2,mid-premium,Row House,1.04,3,1245.7,17,DLF Ltd,0.92,Tier1,1,PREG89598,2,"Jogging Track, Indoor Games Room",6646.0,9811.0,12221471.0,10591.0,13193163.0,0.07,855503.0,30000.0,26874.0,26941.0,2.64,1,0,1
103378,Lucknow,Hazratganj,226001,Tier2,mid-premium,Row House,1.24,2,1293.5,0,Puravankara,0.8,Tier2,1,PREG22699,1,Children's Play Area,6032.0,9189.0,11886096.0,9816.0,12697581.0,0.07,832027.0,30000.0,27546.0,30067.0,2.78,1,0,1
103379,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.06,1,848.8,9,Puravankara,0.8,Tier2,1,PREG71892,8,"Gymnasium, Jogging Track, 24/7 Security, Lift, Indoor Games Room, Clubhouse, Landscaped Garden, Visitor Parking",6830.0,10262.0,8711177.0,11157.0,9470570.0,0.07,609782.0,30000.0,18154.0,19063.0,2.5,1,1,1
103380,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,0.8,5,3564.1,6,Godrej Properties,0.93,Tier1,1,PREG32711,4,"Clubhouse, Landscaped Garden, Children's Play Area, Lift",6557.0,12496.0,44538879.0,12541.0,44697161.0,0.07,3117722.0,30000.0,101247.0,99568.0,2.73,1,0,1
103381,Lucknow,Hazratganj,226001,Tier2,mid-premium,Penthouse,0.99,3,3242.4,15,Local Developer Co,0.55,Tier3,1,PREG11030,11,"Indoor Games Room, Lift, 24/7 Security, Landscaped Garden, Power Backup, Gymnasium, Children's Play Area, Clubhouse, Visitor Parking, CCTV, Swimming Pool",5623.0,10428.0,33810527.0,11209.0,36343560.0,0.07,2366737.0,30000.0,70056.0,75288.0,2.49,1,1,1
103382,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.5,2,688.8,16,Puravankara,0.8,Tier2,1,PREG38060,11,"Landscaped Garden, 24/7 Security, CCTV, Gymnasium, Visitor Parking, Swimming Pool, Jogging Track, Power Backup, Children's Play Area, Lift, Clubhouse",7129.0,9973.0,6868735.0,11104.0,7647669.0,0.07,480811.0,30000.0,10764.0,10657.0,1.88,0,1,1
103383,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.85,2,1221.0,1,Sobha Ltd,0.91,Tier1,1,PREG17889,9,"Children's Play Area, Clubhouse, Indoor Games Room, Power Backup, 24/7 Security, Jogging Track, Visitor Parking, Lift, Landscaped Garden",5728.0,8768.0,10706250.0,9023.0,11017603.0,0.07,749438.0,30000.0,24163.0,24749.0,2.71,1,1,1
103384,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.03,1,1257.0,14,Godrej Properties,0.93,Tier1,1,PREG55841,7,"Power Backup, CCTV, 24/7 Security, Children's Play Area, Jogging Track, Lift, Swimming Pool",6791.0,9556.0,12012318.0,10625.0,13356008.0,0.07,840862.0,30000.0,13767.0,14228.0,1.38,1,1,1
103385,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.03,1,1244.4,3,Sobha Ltd,0.91,Tier1,1,PREG82410,5,"Visitor Parking, CCTV, Power Backup, Children's Play Area, Jogging Track",6111.0,8385.0,10435087.0,9164.0,11404491.0,0.07,730456.0,30000.0,15117.0,15197.0,1.74,1,0,1
103386,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.04,2,1367.7,6,Brigade Group,0.88,Tier1,1,PREG45189,8,"Gymnasium, 24/7 Security, Landscaped Garden, CCTV, Lift, Power Backup, Jogging Track, Clubhouse",5639.0,8136.0,11128446.0,8956.0,12248919.0,0.07,778991.0,30000.0,20196.0,20087.0,2.18,0,1,1
103387,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.06,2,553.6,4,Godrej Properties,0.93,Tier1,1,PREG85629,4,"Swimming Pool, Power Backup, Lift, CCTV",5787.0,8199.0,4538914.0,8192.0,4535259.0,0.07,317724.0,30000.0,10445.0,10220.0,2.76,0,0,1
103388,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.91,3,782.7,10,Puravankara,0.8,Tier2,1,PREG57619,11,"Power Backup, Swimming Pool, Lift, Clubhouse, Indoor Games Room, Visitor Parking, Gymnasium, Jogging Track, 24/7 Security, CCTV, Landscaped Garden",6796.0,9575.0,7494810.0,10679.0,8358403.0,0.07,524637.0,30000.0,10820.0,11635.0,1.73,0,1,1
103389,Lucknow,Hazratganj,226001,Tier2,mid-premium,Row House,0.78,2,1677.4,17,Godrej Properties,0.93,Tier1,1,PREG23787,1,Gymnasium,5892.0,8539.0,14324252.0,9004.0,15104341.0,0.07,1002698.0,30000.0,26284.0,28444.0,2.2,0,0,1
103390,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,0.89,4,3396.6,17,Sobha Ltd,0.91,Tier1,1,PREG54138,10,"Jogging Track, Visitor Parking, Children's Play Area, Lift, Gymnasium, Swimming Pool, Clubhouse, Power Backup, CCTV, Indoor Games Room",6310.0,12302.0,41784221.0,12444.0,42267176.0,0.07,2924895.0,30000.0,57837.0,62791.0,1.66,1,1,1
103391,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.02,1,592.9,4,Prestige Group,0.92,Tier1,1,PREG78554,10,"Lift, CCTV, Jogging Track, 24/7 Security, Children's Play Area, Gymnasium, Power Backup, Landscaped Garden, Indoor Games Room, Swimming Pool",5535.0,8627.0,5115298.0,9609.0,5697441.0,0.07,358071.0,30000.0,8875.0,8910.0,2.08,0,1,1
103392,Lucknow,Hazratganj,226001,Tier2,mid-premium,Studio/1RK,1.04,1,409.5,6,Lodha Group,0.95,Tier1,1,PREG44521,8,"Children's Play Area, 24/7 Security, Indoor Games Room, Jogging Track, Clubhouse, CCTV, Landscaped Garden, Visitor Parking",7382.0,11122.0,4554633.0,11251.0,4607452.0,0.07,318824.0,30000.0,9965.0,9906.0,2.63,0,1,1
103393,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,0.82,5,2550.5,9,Regional Builders Ltd,0.5,Tier3,1,PREG32302,5,"Children's Play Area, CCTV, Indoor Games Room, Visitor Parking, Power Backup",6418.0,10263.0,26176531.0,10794.0,27529409.0,0.07,1832357.0,30000.0,42773.0,42025.0,1.96,1,0,1
103394,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,1.44,5,3045.8,5,Lodha Group,0.95,Tier1,1,PREG14603,12,"Indoor Games Room, Visitor Parking, CCTV, Gymnasium, Clubhouse, Children's Play Area, Lift, Jogging Track, Power Backup, Swimming Pool, Landscaped Garden, 24/7 Security",6372.0,13682.0,41673642.0,13963.0,42528639.0,0.07,2917155.0,30000.0,64997.0,67721.0,1.87,0,1,1
103395,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,1.01,5,4102.2,6,Puravankara,0.8,Tier2,1,PREG40527,6,"Gymnasium, Jogging Track, Landscaped Garden, Visitor Parking, Swimming Pool, Clubhouse",6709.0,12595.0,51665683.0,13101.0,53743309.0,0.07,3616598.0,30000.0,100687.0,101748.0,2.34,1,1,1
103396,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.94,2,1490.2,2,Runwal Group,0.78,Tier2,1,PREG18874,3,"Lift, Power Backup, Clubhouse",6942.0,8974.0,13373381.0,8747.0,13035240.0,0.07,936137.0,30000.0,25841.0,26631.0,2.32,1,0,1
103397,Lucknow,Hazratganj,226001,Tier2,mid-premium,Plot/Land,0.95,0,2502.8,0,Individual/Land Owner,0.6,Tier3,0,,0,,6255.0,4631.0,11589390.0,4715.0,11801637.0,0.07,811257.0,30000.0,0.0,0.0,0.0,1,0,0
103398,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.93,3,817.2,24,Sobha Ltd,0.91,Tier1,1,PREG63009,3,"Jogging Track, Landscaped Garden, Lift",5596.0,6373.0,5208564.0,6394.0,5225654.0,0.07,364600.0,30000.0,12505.0,13366.0,2.88,1,0,1
103399,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.08,3,1002.1,17,Godrej Properties,0.93,Tier1,1,PREG24311,10,"Jogging Track, CCTV, Lift, Indoor Games Room, Clubhouse, Gymnasium, Power Backup, 24/7 Security, Swimming Pool, Visitor Parking",6632.0,8875.0,8893813.0,9112.0,9131899.0,0.07,622567.0,30000.0,13074.0,14057.0,1.76,0,1,1
103400,Lucknow,Hazratganj,226001,Tier2,mid-premium,Independent House,1.05,2,1795.0,20,Sobha Ltd,0.91,Tier1,1,PREG53357,2,"Swimming Pool, Visitor Parking",6670.0,8814.0,15820072.0,8590.0,15418884.0,0.07,1107405.0,30000.0,32877.0,33415.0,2.49,1,0,1
103401,Lucknow,Hazratganj,226001,Tier2,mid-premium,Independent House,1.33,3,2879.7,13,Regional Builders Ltd,0.5,Tier3,1,PREG75882,1,Swimming Pool,6366.0,8139.0,23438396.0,8662.0,24945285.0,0.07,1640688.0,30000.0,46199.0,49550.0,2.37,1,0,1
103402,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.69,1,645.8,17,DLF Ltd,0.92,Tier1,1,PREG58699,4,"Children's Play Area, Visitor Parking, Clubhouse, Lift",6898.0,8764.0,5660317.0,9636.0,6223609.0,0.07,396222.0,30000.0,15476.0,15329.0,3.28,1,0,1
103403,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.95,3,566.9,16,Kolte-Patil,0.82,Tier2,1,PREG29060,3,"Clubhouse, Swimming Pool, 24/7 Security",7165.0,8447.0,4789105.0,9106.0,5162880.0,0.07,335237.0,30000.0,11914.0,11805.0,2.99,0,0,1
103404,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.94,2,799.1,7,Lodha Group,0.95,Tier1,1,PREG40939,6,"Children's Play Area, CCTV, Swimming Pool, Clubhouse, Gymnasium, Visitor Parking",6480.0,9596.0,7668237.0,10363.0,8280750.0,0.07,536777.0,30000.0,15219.0,14975.0,2.38,0,1,1
103405,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.8,2,824.4,22,Puravankara,0.8,Tier2,1,PREG83168,3,"24/7 Security, Power Backup, Gymnasium",7211.0,7547.0,6221946.0,7529.0,6206872.0,0.07,435536.0,30000.0,14075.0,14545.0,2.71,1,0,1
103406,Lucknow,Hazratganj,226001,Tier2,mid-premium,Studio/1RK,1.01,1,315.0,17,Local Developer Co,0.55,Tier3,0,,12,"Power Backup, Indoor Games Room, CCTV, Jogging Track, Visitor Parking, 24/7 Security, Lift, Clubhouse, Children's Play Area, Gymnasium, Landscaped Garden, Swimming Pool",5895.0,7786.0,2453050.0,8481.0,2671813.0,0.07,171714.0,24531.0,5372.0,5405.0,2.63,1,1,1
103407,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.99,3,820.0,10,Regional Builders Ltd,0.5,Tier3,0,,4,"Lift, Indoor Games Room, Visitor Parking, Power Backup",6765.0,8201.0,6724866.0,8552.0,7012892.0,0.07,470741.0,30000.0,13283.0,13026.0,2.37,0,0,1
103408,Lucknow,Hazratganj,226001,Tier2,mid-premium,Studio/1RK,0.88,1,339.7,20,Regional Builders Ltd,0.5,Tier3,1,PREG44131,11,"Indoor Games Room, Jogging Track, Power Backup, Visitor Parking, CCTV, Landscaped Garden, Swimming Pool, Gymnasium, Lift, Children's Play Area, 24/7 Security",7074.0,8967.0,3046494.0,8831.0,3000438.0,0.07,213255.0,30000.0,5793.0,5671.0,2.28,1,1,1
103409,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,1.17,4,3654.5,6,Lodha Group,0.95,Tier1,1,PREG45692,5,"Power Backup, Clubhouse, Indoor Games Room, Landscaped Garden, Swimming Pool",5502.0,10171.0,37169008.0,10157.0,37118626.0,0.07,2601831.0,30000.0,61805.0,60724.0,2.0,1,0,1
103410,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.01,3,1118.5,18,Runwal Group,0.78,Tier2,1,PREG79117,5,"Clubhouse, Power Backup, CCTV, 24/7 Security, Swimming Pool",6668.0,7729.0,8645151.0,7539.0,8432206.0,0.07,605161.0,30000.0,14072.0,13855.0,1.95,0,0,1
103411,Lucknow,Hazratganj,226001,Tier2,mid-premium,Row House,1.22,2,1970.9,24,Lodha Group,0.95,Tier1,1,PREG85703,2,"Swimming Pool, Children's Play Area",6404.0,10096.0,19897712.0,10767.0,21221440.0,0.07,1392840.0,30000.0,35425.0,36556.0,2.14,0,0,1
103412,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.89,3,565.2,18,Oberoi Realty,0.9,Tier1,1,PREG13820,8,"Jogging Track, CCTV, Visitor Parking, Lift, Clubhouse, Gymnasium, Swimming Pool, Power Backup",6085.0,8106.0,4581398.0,8249.0,4662176.0,0.07,320698.0,30000.0,10076.0,10847.0,2.64,0,1,1
103413,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.93,3,974.9,10,Kolte-Patil,0.82,Tier2,1,PREG73121,3,"CCTV, Children's Play Area, Power Backup",6653.0,7739.0,7544790.0,7972.0,7772699.0,0.07,528135.0,30000.0,12789.0,14019.0,2.03,0,0,1
103414,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.15,2,1212.5,24,Runwal Group,0.78,Tier2,1,PREG29855,12,"Clubhouse, CCTV, Gymnasium, Visitor Parking, Landscaped Garden, 24/7 Security, Children's Play Area, Swimming Pool, Power Backup, Indoor Games Room, Jogging Track, Lift",6439.0,8669.0,10511188.0,8497.0,10302024.0,0.07,735783.0,30000.0,20342.0,21770.0,2.32,1,1,1
103415,Lucknow,Hazratganj,226001,Tier2,mid-premium,Independent House,1.21,4,1798.3,12,Sobha Ltd,0.91,Tier1,1,PREG43338,0,,6673.0,8995.0,16176035.0,9856.0,17725068.0,0.07,1132322.0,30000.0,31960.0,35062.0,2.37,1,0,1
103416,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.78,2,779.0,10,Runwal Group,0.78,Tier2,1,PREG11741,5,"Visitor Parking, Gymnasium, 24/7 Security, Power Backup, Landscaped Garden",6118.0,7955.0,6196597.0,7841.0,6107799.0,0.07,433762.0,30000.0,12122.0,12364.0,2.35,0,0,1
103417,Lucknow,Hazratganj,226001,Tier2,mid-premium,Independent House,0.72,3,1681.9,11,Lodha Group,0.95,Tier1,1,PREG47355,2,"Landscaped Garden, CCTV",5651.0,7835.0,13176703.0,8265.0,13899776.0,0.07,922369.0,30000.0,22121.0,21511.0,2.01,1,0,1
103418,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.93,2,715.3,4,Oberoi Realty,0.9,Tier1,1,PREG91555,6,"Children's Play Area, Landscaped Garden, Swimming Pool, Gymnasium, Visitor Parking, Power Backup",5987.0,7898.0,5649626.0,7819.0,5592796.0,0.07,395474.0,30000.0,9066.0,9109.0,1.93,1,1,1
103419,Lucknow,Hazratganj,226001,Tier2,mid-premium,Penthouse,0.85,3,3144.6,11,Puravankara,0.8,Tier2,1,PREG26105,7,"Children's Play Area, Power Backup, CCTV, Gymnasium, Landscaped Garden, Visitor Parking, 24/7 Security",6540.0,12869.0,40467238.0,13474.0,42369214.0,0.07,2832707.0,30000.0,85927.0,93639.0,2.55,0,1,1
103420,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,0.94,4,4184.8,15,Brigade Group,0.88,Tier1,1,PREG60799,8,"Lift, Gymnasium, Indoor Games Room, Landscaped Garden, Power Backup, Clubhouse, CCTV, Visitor Parking",7141.0,14076.0,58905304.0,15487.0,64809767.0,0.07,4123371.0,30000.0,110860.0,119907.0,2.26,1,1,1
103421,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.01,2,1009.5,10,Godrej Properties,0.93,Tier1,1,PREG14829,11,"Gymnasium, Landscaped Garden, Children's Play Area, 24/7 Security, Indoor Games Room, Jogging Track, Power Backup, Clubhouse, CCTV, Visitor Parking, Lift",6776.0,10147.0,10242779.0,10062.0,10157065.0,0.07,716995.0,30000.0,21898.0,22814.0,2.57,1,1,1
103422,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.06,2,583.4,23,Local Developer Co,0.55,Tier3,1,PREG72627,5,"Clubhouse, Visitor Parking, 24/7 Security, Jogging Track, Indoor Games Room",5968.0,6922.0,4038699.0,6855.0,3999176.0,0.07,282709.0,30000.0,7302.0,7509.0,2.17,0,0,1
103423,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.05,3,642.0,3,Local Developer Co,0.55,Tier3,1,PREG87184,7,"Power Backup, Swimming Pool, 24/7 Security, Visitor Parking, CCTV, Landscaped Garden, Clubhouse",7220.0,9655.0,6198376.0,9737.0,6250993.0,0.07,433886.0,30000.0,10766.0,10617.0,2.08,1,1,1
103424,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.2,3,861.3,11,DLF Ltd,0.92,Tier1,1,PREG62232,12,"Indoor Games Room, Lift, Power Backup, 24/7 Security, Landscaped Garden, Gymnasium, Clubhouse, CCTV, Jogging Track, Children's Play Area, Swimming Pool, Visitor Parking",6953.0,11066.0,9530842.0,11028.0,9498636.0,0.07,667159.0,30000.0,23397.0,24715.0,2.95,0,1,1
103425,Lucknow,Hazratganj,226001,Tier2,mid-premium,Independent House,0.95,2,2964.0,13,Oberoi Realty,0.9,Tier1,1,PREG95753,2,"Jogging Track, Landscaped Garden",7326.0,10940.0,32427358.0,10709.0,31740298.0,0.07,2269915.0,30000.0,76532.0,74044.0,2.83,0,0,1
103426,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.93,2,1112.7,11,Lodha Group,0.95,Tier1,1,PREG75408,10,"Clubhouse, Landscaped Garden, Children's Play Area, 24/7 Security, Swimming Pool, Visitor Parking, Gymnasium, Lift, Jogging Track, Power Backup",5725.0,8024.0,8927897.0,8144.0,9062511.0,0.07,624953.0,30000.0,14907.0,15178.0,2.0,1,1,1
103427,Lucknow,Hazratganj,226001,Tier2,mid-premium,Row House,0.83,3,1646.0,23,Local Developer Co,0.55,Tier3,0,,0,,6676.0,8378.0,13789499.0,9060.0,14912842.0,0.07,965265.0,30000.0,34523.0,37969.0,3.0,0,0,1
103428,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.82,2,715.1,24,Kolte-Patil,0.82,Tier2,1,PREG42113,4,"Children's Play Area, Gymnasium, Landscaped Garden, Swimming Pool",7201.0,8339.0,5963115.0,8294.0,5931248.0,0.07,417418.0,30000.0,10589.0,11473.0,2.13,1,0,1
103429,Lucknow,Hazratganj,226001,Tier2,mid-premium,Villa,0.87,3,2561.3,11,Sobha Ltd,0.91,Tier1,1,PREG80634,8,"Indoor Games Room, CCTV, 24/7 Security, Power Backup, Gymnasium, Clubhouse, Jogging Track, Children's Play Area",7418.0,14224.0,36430210.0,14165.0,36279683.0,0.07,2550115.0,30000.0,72589.0,72910.0,2.39,0,1,1
103430,Lucknow,Hazratganj,226001,Tier2,mid-premium,Studio/1RK,0.77,1,371.4,21,Puravankara,0.8,Tier2,1,PREG51104,4,"Power Backup, Swimming Pool, Landscaped Garden, Visitor Parking",7015.0,9077.0,3371070.0,9348.0,3471914.0,0.07,235975.0,30000.0,7626.0,7979.0,2.71,1,0,1
103431,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,1.05,1,670.1,22,Regional Builders Ltd,0.5,Tier3,1,PREG44047,12,"Indoor Games Room, Gymnasium, Children's Play Area, Lift, Jogging Track, CCTV, Power Backup, Clubhouse, Landscaped Garden, Swimming Pool, 24/7 Security, Visitor Parking",6433.0,7621.0,5107451.0,7694.0,5156422.0,0.07,357522.0,30000.0,11642.0,12315.0,2.74,1,1,1
103432,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.92,1,921.6,22,Godrej Properties,0.93,Tier1,1,PREG42552,10,"Clubhouse, Visitor Parking, Power Backup, Gymnasium, Children's Play Area, 24/7 Security, Jogging Track, Lift, Swimming Pool, Landscaped Garden",7046.0,9389.0,8653493.0,9963.0,9182474.0,0.07,605745.0,30000.0,17415.0,18225.0,2.42,0,1,1
103433,Lucknow,Hazratganj,226001,Tier2,mid-premium,Studio/1RK,0.8,1,354.1,18,Local Developer Co,0.55,Tier3,0,,8,"Landscaped Garden, Visitor Parking, Swimming Pool, Lift, Children's Play Area, Indoor Games Room, Jogging Track, 24/7 Security",5564.0,6993.0,2476674.0,7506.0,2658124.0,0.07,173367.0,24767.0,6772.0,7321.0,3.28,1,1,1
103434,Lucknow,Hazratganj,226001,Tier2,mid-premium,Apartment,0.9,2,1476.8,3,Oberoi Realty,0.9,Tier1,1,PREG90344,6,"Gymnasium, Jogging Track, CCTV, Clubhouse, Lift, Children's Play Area",6263.0,8378.0,12372752.0,8905.0,13151042.0,0.07,866093.0,30000.0,24732.0,26133.0,2.4,1,1,1
