listing_name,city,locality,property_type,bhk,carpet_area_sqft,price_inr,price_per_sqft_calc,baths,has_balcony
Yogeshwara Apartment ,Bangalore,Hosakerehalli,Apartment,2.0,955,4500000.0,4712.041884816754,3,1
"Vinayaka Layout, Bangalore",Bangalore,Vinayaka Layout,Independent House,4.0,1200,13000000.0,10833.333333333334,3,0
"Kadugodi, Krishnarajapura,Bangalore",Bangalore,Krishnarajapura,Villa,3.0,1690,5000000.0,2958.579881656805,3,1
"Anjanapura Township, Bangalore",Bangalore,Anjanapura Township,Apartment,3.0,1398,7200000.0,5150.214592274678,3,0
"VidyapeetaBanashankari,Vidyapeeta Circle, Banashankari,Bangalore",Bangalore,Banashankari,Independent House,4.0,1500,25000000.0,16666.666666666668,3,1
Emerald Estancia by Emerald Group,Bangalore,Sarjapur,Apartment,3.0,1314,6000000.0,4566.2100456621,3,1
Arvind orchards,Bangalore,Sahakara Nagar,Apartment,2.0,1200,5500000.0,4583.333333333333,3,1
"Herohalli, Sunkadakatte,Bangalore",Bangalore,Sunkadakatte,Independent House,6.0,2600,9600000.0,3692.3076923076924,4,1
"Veer Sandra, Electronic City,Bangalore",Bangalore,Electronic City,Apartment,2.0,858,3700000.0,4312.354312354312,3,1
Golf Link Apartment,Bangalore,Vasanth Nagar,Apartment,4.0,2500,35000000.0,14000.0,4,1
"Horamavu Agara, Horamavu,Bangalore",Bangalore,Horamavu,Independent House,10.0,4200,18000000.0,4285.714285714285,5,1
"Raaga 3 Apartments,Gattigere, RR Nagar,Bangalore",Bangalore,RR Nagar,Apartment,2.0,1080,7000000.0,6481.481481481482,3,0
"Veer Sandra, Electronic City,Bangalore",Bangalore,Electronic City,Villa,3.0,2225,11399999.999999998,5123.595505617976,4,1
Oceanus Freesia Enclave by Oceanus Dwelling Pvt. Ltd.,Bangalore,Bellandur,Apartment,3.0,1865,14000000.0,7506.702412868633,3,1
"Janatha Colony, Carmelaram,Bangalore",Bangalore,Carmelaram,Apartment,3.0,1375,7500000.0,5454.545454545455,3,0
Sobha Hillview,Bangalore,Lingadheeranahalli,Apartment,5.0,900,5000000.0,5555.555555555556,3,0
Riches Residency,Bangalore,Kalkere,Villa,5.0,4700,23000000.0,4893.617021276596,5,1
Provident Welworth City,Bangalore,Yelahanka,Apartment,3.0,1075,6500000.0,6046.511627906977,3,0
Radiant Enclave by Radiant Properties,Bangalore,Kengeri Satellite Town,Apartment,2.0,850,3500000.0,4117.64705882353,3,1
"Dhvani ,Yelachenahallli, Kumaraswamy Layout,Bangalore",Bangalore,Kumaraswamy Layout,Apartment,2.0,1050,4900000.0,4666.666666666667,3,1
"Marilingappa Extension, Nagarbhavi,Bangalore",Bangalore,Nagarbhavi,Villa,5.0,2150,13500000.0,6279.069767441861,4,1
"Nagashetty Halli, RMV Extension Stage 2,Bangalore",Bangalore,RMV Extension Stage 2,Apartment,2.0,1550,9200000.0,5935.4838709677415,3,1
"Rajathadri Kalayana Mantappa, Padmanabhanagar,Bangalore",Bangalore,Padmanabhanagar,Apartment,6.0,2000,13500000.0,6750.0,5,1
Exotica Plus,Bangalore,Padmanabhanagar,Apartment,3.0,1250,8000000.0,6400.0,3,0
Soundarya Kamakshi,Bangalore,Vijayanagar,Apartment,2.0,1050,6300000.0,6000.0,3,1
NCC Nagarjuna Green Woods by NCC Urban Infrastructure Limited,Bangalore,Kadubeesanahalli,Apartment,3.0,1802,12000000.0,6659.267480577137,3,1
"Vinayaka Nagar, Vibhutipura,Bangalore",Bangalore,Vibhutipura,Villa,7.0,4000,32500000.0,8125.0,1,1
"Dodsworth Layout, Whitefield,Bangalore",Bangalore,Whitefield,Independent House,5.0,1200,14500000.0,12083.333333333334,3,0
"Apartments ,Eastwood Township, Harlur,Bangalore",Bangalore,Harlur,Apartment,2.0,1170,7400000.0,6324.786324786325,3,0
"Premier inspira maplewood,Kasavanahalli, Bangalore",Bangalore,Kasavanahalli,Apartment,2.0,1400,9500000.0,6785.714285714285,3,0
Asrithas Happy Living,Bangalore,Bommanahalli,Apartment,2.0,1110,6600000.0,5945.945945945946,3,1
"Maruthi Layout, Virupakshapura,Bangalore",Bangalore,Virupakshapura,Independent House,5.0,5000,35000000.0,7000.0,5,1
"Kengeri, Bangalore",Bangalore,Kengeri,Villa,3.0,1250,9200000.0,7360.0,3,0
Sai Teja Solace,Bangalore,Indira Nagar,Apartment,2.0,1300,9900000.0,7615.384615384615,3,1
"Sector 1, HSR Layout,Bangalore",Bangalore,HSR Layout,Independent House,5.0,1800,30000000.0,16666.666666666668,3,1
"Terracon Doctors Enclave, Chandapura,Bangalore",Bangalore,Chandapura,Apartment,2.0,890,3500000.0,3932.5842696629215,3,0
"Lakedew Residency- Phase 2, Harlur,Bangalore",Bangalore,Harlur,Independent House,2.0,850,6300000.0,7411.764705882353,3,0
Century Corbel,Bangalore,Sahakara Nagar,Apartment,2.0,1349,9000000.0,6671.608598962194,3,0
Brigade Harmony ,Bangalore,Whitefield,Apartment,3.0,1870,17500000.0,9358.288770053476,3,1
HM Tambourine,Bangalore,JP Nagar,Apartment,2.0,1187,8000000.0,6739.679865206403,3,0
Shriram Green Field,Bangalore,Bendiganahalli,Apartment,3.0,1225,8000000.0,6530.6122448979595,3,0
Manjunath Nilaya,Bangalore,HSR Layout,Independent House,4.0,4200,30500000.0,7261.9047619047615,5,1
"Lakshmamma Layout, Banaswadi,Bangalore",Bangalore,Banaswadi,Independent House,8.0,2500,15000000.0,6000.0,4,1
"Saraswathi Nagar, Vijayanagar,Bangalore",Bangalore,Vijayanagar,Independent House,7.0,4000,13000000.0,3250.0,1,1
3Cube Elil Abode,Bangalore,Mahadevapura,Apartment,2.0,1546,6000000.0,3880.9831824062094,3,1
DS Max Senorita by DS-MAX Properties Private Limited,Bangalore,Nagarbhavi,Apartment,2.0,1165,6500000.0,5579.399141630901,3,0
MGK Lakshmi Vihara,Bangalore,Gottigere,Apartment,2.0,1200,5500000.0,4583.333333333333,3,0
"Sector 1, HSR Layout,Bangalore",Bangalore,HSR Layout,Independent House,5.0,3000,30000000.0,10000.0,5,1
Prithvi Thirumala Anemone,Bangalore,JP Nagar,Apartment,3.0,1675,12500000.0,7462.686567164179,3,1
Puravankara Purva Highlands by Puravankara Limited,Bangalore,Anjanapura Township,Apartment,3.0,1843,10000000.0,5425.9359739555075,3,1
Jayani Paradise,Bangalore,Mahadevapura,Apartment,2.0,1161,8850000.0,7622.739018087856,3,0
Shakthi Residency,Bangalore,JP Nagar,Apartment,2.0,950,4500000.0,4736.8421052631575,3,0
Sanjana Nithyashree Sankalp by Sanjana Build Tech Pvt Ltd,Bangalore,Padmanabhanagar,Apartment,2.0,1028,5200000.0,5058.365758754864,3,0
Prakruthi Aroma,Bangalore,RR Nagar,Apartment,3.0,1525,7800000.0,5114.754098360656,3,0
Prakruthi Aroma,Bangalore,RR Nagar,Apartment,2.0,1200,5500000.0,4583.333333333333,3,1
Yash Classic Enclave,Bangalore,Kalyan Nagar,Independent House,4.0,1700,16000000.0,9411.764705882353,3,1
"Keystonne recidency ,AECS Layout, Singasandra,Bangalore",Bangalore,Singasandra,Apartment,3.0,1200,6000000.0,5000.0,3,1
"Kashi Nagar, Byatarayanapura,Bangalore",Bangalore,Byatarayanapura,Independent House,4.0,1530,25000000.0,16339.869281045752,3,0
VBHC Palmhaven II Block C by VBHC Value Homes Pvt Ltd,Bangalore,Kengeri,Apartment,2.0,726,4200000.0,5785.123966942148,2,0
DS Max Senorita,Bangalore,Annapurneshwari Nagar,Apartment,2.0,1165,6500000.0,5579.399141630901,3,0
"Koramangala, Bangalore",Bangalore,Koramangala,Independent House,9.0,5000,42200000.0,8440.0,5,1
Prajwal Prabhavathi by Prabhavathi Builders & Developers Pvt Ltd.,Bangalore,Bommanahalli,Apartment,2.0,1000,3000000.0,3000.0,3,1
BM Glorietta by BM Developers,Bangalore,Whitefield,Apartment,2.0,1175,6500000.0,5531.914893617021,3,1
"Jaya Nagar East, Jayanagar,Bangalore",Bangalore,Jayanagar,Independent House,4.0,2100,26000000.0,12380.952380952382,4,1
Artha Brick Field Shelters,Bangalore,Brick Field Shelters,Villa,3.0,1681,9900000.0,5889.351576442594,3,1
Kumar Princetown,Bangalore,Jalahalli West,Apartment,2.0,790,4500000.0,5696.202531645569,2,1
Harmony apartment,Bangalore,Kadugondanahalli,Apartment,2.0,1200,5100000.0,4250.0,3,1
"Aaradhana enclave,Electronics City Phase 1, Electronic City,Bangalore",Bangalore,Electronic City,Apartment,2.0,1080,3700000.0,3425.925925925926,3,0
"SG Nandanam,Prakruthi Layout, HBR Layout,Bangalore",Bangalore,HBR Layout,Apartment,2.0,1175,5640000.0,4800.0,3,1
Century Commanders Vista,Bangalore,Anantapura,Apartment,2.0,875,5100000.0,5828.571428571428,3,1
"Veer Sandra, Electronic City,Bangalore",Bangalore,Electronic City,Independent House,2.0,1050,6600000.0,6285.714285714285,3,0
"Sector 3, HSR Layout,Bangalore",Bangalore,HSR Layout,Apartment,2.0,1082,6000000.0,5545.286506469501,3,1
"Harlur main road ,HSR Layout, Bangalore",Bangalore,HSR Layout,Apartment,2.0,1060,6000000.0,5660.377358490566,3,0
"HSR Layout ,Sector 7, HSR Layout,Bangalore",Bangalore,HSR Layout,Apartment,2.0,1060,6000000.0,5660.377358490566,3,1
Prestige Ferns Residency,Bangalore,Harlur,Apartment,2.0,1345,7400000.0,5501.858736059479,3,1
"Stage 2, BTM Layout,Bangalore",Bangalore,BTM Layout,Independent House,6.0,1200,20000000.0,16666.666666666668,3,1
"Harlur Main Road ,Sector 3, HSR Layout,Bangalore",Bangalore,HSR Layout,Apartment,2.0,1082,6000000.0,5545.286506469501,3,0
Roshan Palace,Bangalore,Banashankari,Apartment,3.0,1800,11000000.0,6111.111111111111,3,1
K R Grand View Heights,Bangalore,Kalkere,Apartment,2.0,1015,5380000.0,5300.492610837438,3,0
"Lakshmamma Layout, Banaswadi,Bangalore",Bangalore,Banaswadi,Independent House,9.0,4000,25000000.0,6250.0,2,1
Jana Jeeva Castle,Bangalore,Kodigehalli,Apartment,2.0,1140,5200000.0,4561.403508771929,3,0
"East Of NGEF Layout, Kasturi Nagar,Bangalore",Bangalore,Kasturi Nagar,Independent House,4.0,2400,26500000.0,11041.666666666666,4,1
"Evershine North East Apartments,Gattahalli, Bangalore",Bangalore,Gattahalli,Apartment,2.0,1150,4900000.0,4260.869565217391,3,1
"HRBR Layout, Kalyan Nagar,Bangalore",Bangalore,Kalyan Nagar,Apartment,3.0,1700,15000000.0,8823.529411764706,3,1
Galaxy Apartment,Bangalore,Banaswadi,Apartment,3.0,1650,9500000.0,5757.575757575758,3,1
"Dunnasandra, Bangalore",Bangalore,Dunnasandra,Independent House,2.0,850,3600000.0,4235.294117647059,3,0
"Doddadunnasandra, Bangalore",Bangalore,Doddadunnasandra,Independent House,3.0,950,4600000.0,4842.105263157895,3,0
"Andrahalli, Bangalore",Bangalore,Andrahalli,Independent House,3.0,2200,7000000.0,3181.818181818182,4,1
"Singapura Village, Varadharaja Nagar,Bangalore",Bangalore,Varadharaja Nagar,Independent House,2.0,1200,700000.0,583.3333333333334,3,0
Pragathi Royale II by Pragathi Developers,Bangalore,Electronic City Phase II,Apartment,2.0,900,3000000.0,3333.3333333333335,3,0
"Koramangala, Bangalore",Bangalore,Koramangala,Independent House,6.0,2400,34000000.0,14166.666666666666,4,1
Sri Sai Durga Residency,Bangalore,Indira Nagar,Apartment,2.0,1199,18000000.0,15012.510425354461,3,1
GK Tropical Springs,Bangalore,Chansandra,Apartment,2.0,1272,7300000.0,5738.993710691824,3,0
"Corporation Colony, Ulsoor,Bangalore",Bangalore,Ulsoor,Independent House,4.0,1800,9500000.0,5277.777777777777,3,1
Palms,Bangalore,Bommanahalli,Apartment,2.0,1125,4300000.0,3822.222222222222,3,1
Durga Parameshwari Nilaya,Bangalore,Krishnarajapura,Independent House,5.0,2600,12500000.0,4807.692307692308,4,1
Pioneer Ville,Bangalore,Murugeshpalya,Apartment,2.0,900,5000000.0,5555.555555555556,3,1
"Padmanabhanagar, Bangalore",Bangalore,Padmanabhanagar,Independent House,8.0,1200,25000000.0,20833.333333333332,3,1
"Villa ,Teachers Colony, Chandapura,Bangalore",Bangalore,Chandapura,Villa,3.0,2690,13600000.000000002,5055.762081784387,4,1
"Padmanabhanagar, Bangalore",Bangalore,Padmanabhanagar,Independent House,2.0,1200,25000000.0,20833.333333333332,3,0
Sri Sai Essel,Bangalore,Essel Gardens,Apartment,2.0,1110,5650000.0,5090.09009009009,3,1
"Kaggadasapura, Bangalore",Bangalore,Kaggadasapura,Independent House,5.0,2300,10000000.0,4347.826086956522,4,1
"M Vishveshvaraiah Nagar, Ramamurthy Nagar,Bangalore",Bangalore,Ramamurthy Nagar,Independent House,1.0,600,4600000.0,7666.666666666667,2,0
"Nestia Malleshwaram,Malleswaram, Bangalore",Bangalore,Malleswaram,Apartment,3.0,1433,12100000.0,8443.824145150034,3,1
"Nishat daf,East Of NGEF Layout, Kasturi Nagar,Bangalore",Bangalore,Kasturi Nagar,Apartment,2.0,1200,12000000.0,10000.0,3,1
Srinivasa Sai Poorna Paradise,Bangalore,Somasundarapalya,Apartment,3.0,1657,7500000.0,4526.252263126132,3,1
"relable green field ,Kudlu, Bangalore",Bangalore,Kudlu,Apartment,3.0,1245,6000000.0,4819.277108433735,3,0
"A N Swagath ,Gubbalala, Subramanyapura,Bangalore",Bangalore,Subramanyapura,Apartment,2.0,1040,4450000.0,4278.846153846154,3,0
"ANNANYA PALM VILLAS,Sector 1, HSR Layout,Bangalore",Bangalore,HSR Layout,Independent House,3.0,1687,8700000.0,5157.083580320095,3,1
Aristo Sys Plan Sherwood by Aristo Realty,Bangalore,C V Raman Nagar,Apartment,2.0,990,5300000.0,5353.535353535353,3,1
"Hurulichikanahalli, Bangalore",Bangalore,Hurulichikanahalli,Independent House,3.0,1600,5000000.0,3125.0,3,0
"ANANYA GREEN VILLAS,Sector 1, HSR Layout,Bangalore",Bangalore,HSR Layout,Independent House,3.0,1687,8600000.0,5097.806757557795,3,1
"Ramanjaneyanagar, Chikkalasandra,Bangalore",Bangalore,Chikkalasandra,Independent House,7.0,4500,27500000.0,6111.111111111111,5,1
"Abhee Nandika ,Teachers Colony, Chandapura,Bangalore",Bangalore,Chandapura,Apartment,2.0,858,3800000.0,4428.904428904429,3,0
NCC Nagarjuna Green Woods by NCC Urban Infrastructure Limited,Bangalore,Koramangala,Apartment,3.0,1802,12000000.0,6659.267480577137,3,1
"Anepalya, Neelasandra,Bangalore",Bangalore,Neelasandra,Independent House,3.0,600,1600000.0,2666.6666666666665,2,0
Prajwal CK Adiithya,Bangalore,Suragajakkanahalli,Villa,5.0,1500,7350000.0,4900.0,3,0
Adithya Serene,Bangalore,Whitefield,Apartment,3.0,1515,8500000.0,5610.561056105611,3,0
"Terracon Doctors Enclave, Chandapura,Bangalore",Bangalore,Chandapura,Villa,3.0,2225,11399999.999999998,5123.595505617976,4,1
DSMAX SKYSCAPE,Bangalore,Rampura,Apartment,3.0,1866,9000000.0,4823.15112540193,3,1
"K C Krishna Reddy Layout, Margondanahalli,Bangalore",Bangalore,Margondanahalli,Independent House,3.0,2200,12600000.0,5727.272727272727,4,1
"Sector 6, HSR Layout,Bangalore",Bangalore,HSR Layout,Villa,2.0,1500,9900000.0,6600.0,3,1
"Stage 3, Indira Nagar,Bangalore",Bangalore,Indira Nagar,Independent House,5.0,1200,35000000.0,29166.666666666668,3,0
"Machohalli, Bangalore",Bangalore,Machohalli,Independent House,3.0,800,5500000.0,6875.0,4,0
"Electronic City Phase II, Bangalore",Bangalore,Electronic City Phase II,Independent House,3.0,1500,6000000.0,4000.0,3,0
"Kalkere, Bangalore",Bangalore,Kalkere,Independent House,1.0,550,2400000.0,4363.636363636364,2,0
Gitanjali Icon,Bangalore,C V Raman Nagar,Apartment,2.0,980,5000000.0,5102.040816326531,3,1
"Om Shree P,Green View Layout, Mailasandra,Bangalore",Bangalore,Mailasandra,Apartment,2.0,1100,5800000.0,5272.727272727273,3,1
"Sanjaynagar, Bangalore",Bangalore,Sanjaynagar,Independent House,2.0,780,11000000.0,14102.564102564103,2,0
Sri Sai Essel,Bangalore,Essel Gardens,Apartment,2.0,1110,5850000.0,5270.27027027027,3,1
Perody MVB County,Bangalore,Bommanahalli,Apartment,2.0,1024,5500000.0,5371.09375,3,1
"MARUTHY LUXURIOUS RESIDENCIES,Sector 1, HSR Layout,Bangalore",Bangalore,HSR Layout,Independent House,3.0,1668,8700000.0,5215.827338129497,3,1
Shriram Shreyas,Bangalore,Virupakshapura,Apartment,2.0,1012,4600000.0,4545.454545454545,3,0
"Hurulichikanahalli, Bangalore",Bangalore,Hurulichikanahalli,Independent House,3.0,1600,5000000.0,3125.0,3,1
"Cheemasandra, Bangalore",Bangalore,Cheemasandra,Independent House,2.0,1200,7000000.0,5833.333333333333,3,0
"7th Phase, JP Nagar,Bangalore",Bangalore,JP Nagar,Independent House,3.0,3080,10000000.0,3246.753246753247,6,1
"Terracon Doctors Enclave, Chandapura,Bangalore",Bangalore,Chandapura,Villa,3.0,2225,11399999.999999998,5123.595505617976,4,1
"Bylakere, Bangalore",Bangalore,Bylakere,Independent House,3.0,1751,4000000.0,2284.408909194746,3,1
"Kanaka Nagar, NRI Layout,Bangalore",Bangalore,NRI Layout,Independent House,3.0,2200,8000000.0,3636.3636363636365,4,1
"Akshaya Nagar, Ramamurthy Nagar,Bangalore",Bangalore,Ramamurthy Nagar,Independent House,2.0,1700,11000000.0,6470.588235294118,3,1
"Khaja masjid behind shoukat biryani hotel,Nallurhalli, Whitefield,Bangalore",Bangalore,Whitefield,Independent House,2.0,600,6500000.0,10833.333333333334,2,1
"Pillagana Halli, Bangalore",Bangalore,Pillagana Halli,Independent House,2.0,650,2100000.0,3230.769230769231,2,1
Narayan Ne Shri Raj by Narayan Enterprises,Bangalore,Yeshwanthpur,Apartment,2.0,1135,7500000.0,6607.929515418502,3,0
BM Harvest,Bangalore,Mattanahalli,Apartment,3.0,1475,8000000.0,5423.728813559322,3,0
"Anekal, Bangalore",Bangalore,Anekal,Apartment,2.0,700,3200000.0,4571.428571428572,2,0
"Industrial Layout, Kudlu Gate,Bangalore",Bangalore,Kudlu Gate,Independent House,2.0,1200,5800000.0,4833.333333333333,3,0
Amigo Sri Tirumala Vintage,Bangalore,Basapura,Apartment,2.0,1089,4200000.0,3856.749311294766,3,0
Brigade Panorama,Bangalore,Kambipura,Apartment,3.0,1640,13000000.0,7926.829268292683,3,1
"Anjanapura Township, Bangalore",Bangalore,Anjanapura Township,Villa,4.0,1800,11000000.0,6111.111111111111,3,1
"Pantarapalya, Nayandahalli,Bangalore",Bangalore,Nayandahalli,Independent House,5.0,4500,19000000.0,4222.222222222223,5,1
"Srikrupa Layout, Abbigere, Abbigere,Bangalore",Bangalore,Abbigere,Independent House,5.0,3000,12500000.0,4166.666666666667,6,1
Big Banyan Kovela Homes by saiven,Bangalore,BTM Layout,Apartment,4.0,2280,15000000.0,6578.9473684210525,4,1
"Banashankari 2nd Block, Kariyana Palya,Bangalore",Bangalore,Kariyana Palya,Independent House,4.0,4200,29000000.0,6904.761904761905,5,1
"Kithaganur Colony, Bangalore",Bangalore,Kithaganur Colony,Independent House,4.0,1170,12500000.0,10683.760683760684,3,1
"Seegehalli, Bangalore",Bangalore,Seegehalli,Independent House,5.0,2400,92000000.0,38333.333333333336,4,1
Abhee Nandana,Bangalore,HSR Layout,Apartment,2.0,1172,6285000.0,5362.627986348123,3,1
"Hongasandra, Bangalore",Bangalore,Hongasandra,Independent House,4.0,4000,10000000.0,2500.0,5,1
"Madhav residency ,Nandini Layout, Bangalore",Bangalore,Nandini Layout,Apartment,2.0,1250,7900000.0,6320.0,3,1
"Vishwapriya Nagar, Begur,Bangalore",Bangalore,Begur,Independent House,4.0,2700,23000000.0,8518.518518518518,4,1
"Cleveland Town, Frazer Town,Bangalore",Bangalore,Frazer Town,Independent House,3.0,1380,2000000.0,1449.2753623188405,3,1
"Gollahalli, Bangalore",Bangalore,Gollahalli,Independent House,2.0,600,8000000.0,13333.333333333334,2,1
"Kalkere, Bangalore",Bangalore,Kalkere,Independent House,1.0,550,2400000.0,4363.636363636364,2,1
Abbas Towers by Seef Builders And Developers Pvt Ltd,Bangalore,Frazer Town,Apartment,3.0,1559,13000000.0,8338.678640153945,3,0
"Gollahalli,Anjanapura 9th Block, Anjanapura Township,Bangalore",Bangalore,Anjanapura Township,Independent House,5.0,1800,8000000.0,4444.444444444444,3,1
"Rajajinagar, Bangalore",Bangalore,Rajajinagar,Independent House,2.0,900,17500000.0,19444.444444444445,3,0
Advantage Pebble Bay,Bangalore,RMV Extension Stage 2,Apartment,5.0,3080,44100000.0,14318.181818181818,5,1
"Srigandada Kaval, Annapurneshwari Nagar,Bangalore",Bangalore,Annapurneshwari Nagar,Villa,4.0,4700,34000000.0,7234.04255319149,5,1
"Mallathahalli, Bangalore",Bangalore,Mallathahalli,Villa,4.0,5200,36000000.0,6923.076923076923,5,1
"Terracon Doctors Enclave, Chandapura,Bangalore",Bangalore,Chandapura,Apartment,2.0,820,3600000.0,4390.243902439024,3,0
 BDA Sahyadri Housing Complex,Bangalore,Kengeri,Apartment,1.0,850,2200000.0,2588.235294117647,3,1
Abbas Towers by Seef Builders And Developers Pvt Ltd,Bangalore,Frazer Town,Apartment,3.0,1559,13000000.0,8338.678640153945,3,0
"Medahalli, Bangalore",Bangalore,Medahalli,Independent House,3.0,1550,8500000.0,5483.870967741936,3,0
"Devasandra, Mathikere,Bangalore",Bangalore,Mathikere,Independent House,4.0,3600,17800000.0,4944.444444444444,1,1
Lakeview Apartment Phase 2,Bangalore,Kengeri,Apartment,2.0,750,2800000.0,3733.3333333333335,2,0
"ITI Employees Layout, Mallathahalli,Bangalore",Bangalore,Mallathahalli,Independent House,3.0,600,1300000.0,2166.6666666666665,2,0
"HMT Estate, Jalahalli,Bangalore",Bangalore,Jalahalli,Independent House,4.0,1200,4900000.0,4083.3333333333335,3,1
"Thotada Guddadhalli Village, Bangalore",Bangalore,Thotada Guddadhalli Village,Independent House,2.0,1600,8000000.0,5000.0,3,1
"Rahmath Nagar, R. T. Nagar,Bangalore",Bangalore,R. T. Nagar,Independent House,3.0,2700,12500000.0,4629.62962962963,4,1
 Pavamana Residency,Bangalore,Gottigere,Independent House,4.0,2500,16000000.0,6400.0,4,1
"Isro Layout,Kuvempu Nagar, Bikasipura,Bangalore",Bangalore,Bikasipura,Apartment,2.0,1100,3800000.0,3454.5454545454545,3,0
Sterling Residency,Bangalore,RMV Extension Stage 2,Apartment,2.0,1100,9500000.0,8636.363636363636,3,1
Total Environment Reach For The Sky,Bangalore,Indira Nagar,Independent House,4.0,3000,12000000.0,4000.0,2,1
"Gokula Extension, Mathikere,Bangalore",Bangalore,Mathikere,Independent House,5.0,2500,15500000.0,6200.0,4,1
"P&T Layout, Thanisandra,Bangalore",Bangalore,Thanisandra,Independent House,5.0,750,6800000.0,9066.666666666666,2,1
"Bettadasanapura, Bangalore",Bangalore,Bettadasanapura,Independent House,1.0,650,7000000.0,10769.23076923077,2,1
"Bandepalya, Muneshwara Nagar,Bangalore",Bangalore,Muneshwara Nagar,Independent House,2.0,900,5500000.0,6111.111111111111,3,1
"Chandra Layout, Attiguppe,Bangalore",Bangalore,Attiguppe,Independent House,6.0,3600,25000000.0,6944.444444444444,4,1
"SriSai Enclave,Gubbalala, Subramanyapura,Bangalore",Bangalore,Subramanyapura,Apartment,3.0,1250,6800000.0,5440.0,3,0
 Kumar Princeville,Bangalore,Mailasandra,Apartment,2.0,1219,7200000.0,5906.480721903199,3,0
"Kengeri, Bangalore",Bangalore,Kengeri,Independent House,2.0,1200,6240000.0,5200.0,3,1
"WIDE L,Sagayapura, Richards Town,Bangalore",Bangalore,Richards Town,Apartment,3.0,1200,7300000.0,6083.333333333333,3,1
"WIDE L,Sagayapura, Richards Town,Bangalore",Bangalore,Richards Town,Apartment,3.0,1200,7300000.0,6083.333333333333,3,1
"WIDE L,Sagayapura, Richards Town,Bangalore",Bangalore,Richards Town,Apartment,3.0,1200,7300000.0,6083.333333333333,3,0
"M Royal County,Bannerughatta, Bangalore",Bangalore,Bannerughatta,Independent House,1.0,550,2400000.0,4363.636363636364,2,1
Mantri Elite,Bangalore,Uttarahalli Hobli,Apartment,3.0,1280,9800000.0,7656.25,3,0
"Dasarahalli, Bangalore",Bangalore,Dasarahalli,Independent House,8.0,8400,14000000.0,1666.6666666666667,3,1
"Nagapura, Bangalore",Bangalore,Nagapura,Independent House,2.0,450,6000000.0,13333.333333333334,2,0
"RPC Layout, Vijayanagar,Bangalore",Bangalore,Vijayanagar,Independent House,5.0,3500,52000000.0,14857.142857142857,2,1
"Hongasandra, Bangalore",Bangalore,Hongasandra,Independent House,8.0,2250,11000000.0,4888.888888888889,4,1
"Sai properties ,Maruti Housing Society Layout, Subramanyapura,Bangalore",Bangalore,Subramanyapura,Apartment,3.0,1250,6500000.0,5200.0,3,0
"Fortuna Vista,Kodigehalli, Bangalore",Bangalore,Kodigehalli,Apartment,3.0,1410,7000000.0,4964.5390070921985,3,1
"Devasandra, Mathikere,Bangalore",Bangalore,Mathikere,Independent House,2.0,585,6000000.0,10256.410256410256,2,1
"Bannerughatta, Bangalore",Bangalore,Bannerughatta,Independent House,1.0,550,2400000.0,4363.636363636364,2,1
Yash Classic Enclave,Bangalore,Kalyan Nagar,Independent House,4.0,1800,16000000.0,8888.888888888889,3,1
"Biotech Park, Chandapura,Bangalore",Bangalore,Chandapura,Independent House,2.0,1600,5500000.0,3437.5,3,1
"Bannerughatta, Bangalore",Bangalore,Bannerughatta,Independent House,1.0,550,2400000.0,4363.636363636364,2,0
"Banashankari 6th Stage 6th Block, Bangalore",Bangalore,Banashankari 6th Stage 6th Block,Independent House,4.0,600,15000000.0,25000.0,2,1
"Devarachikkana Halli, Bangalore",Bangalore,Devarachikkana Halli,Apartment,2.0,804,3600000.0,4477.611940298508,3,1
"Banakshankari 6th Stage 11th Block, Srinivaspura,Bangalore",Bangalore,Srinivaspura,Independent House,4.0,2500,15000000.0,6000.0,4,1
"Kereguddadahalli, Chikbanavara,Bangalore",Bangalore,Chikbanavara,Independent House,2.0,1200,7000000.0,5833.333333333333,3,0
"Stage 2, BTM Layout,Bangalore",Bangalore,BTM Layout,Independent House,5.0,3000,37500000.0,12500.0,4,1
"Ittamadu, Banashankari,Bangalore",Bangalore,Banashankari,Independent House,6.0,3200,20000000.0,6250.0,3,1
Laasya Pride,Bangalore,Chikkathoguru Village,Apartment,2.0,1266,5000000.0,3949.447077409163,3,0
Laasya Pride,Bangalore,Chikkathoguru Village,Apartment,2.0,1083,5200000.0,4801.477377654663,3,1
Innovative Manor,Bangalore,BTM Layout,Apartment,3.0,1510,10000000.0,6622.516556291391,3,0
"Harsha Pride ,Kaggadasapura, Bangalore",Bangalore,Kaggadasapura,Apartment,3.0,1560,9500000.0,6089.74358974359,3,0
"Prakruthi Nagar, Kogilu,Bangalore",Bangalore,Kogilu,Independent House,1.0,380,5000000.0,13157.894736842105,1,1
Sai Arcade,Bangalore,Horamavu,Apartment,2.0,1022,4800000.0,4696.673189823875,3,1
"Banashankari 6th Stage 6th Block, Bangalore",Bangalore,Banashankari 6th Stage 6th Block,Independent House,3.0,2200,11500000.0,5227.272727272727,4,1
"Cleveland Town, Frazer Town,Bangalore",Bangalore,Frazer Town,Independent House,2.0,224,3600000.0,16071.42857142857,1,0
"Moodalapalya, Vijayanagar,Bangalore",Bangalore,Vijayanagar,Independent House,2.0,1200,17000000.0,14166.666666666666,3,0
"Kodathi, Bangalore",Bangalore,Kodathi,Independent House,4.0,2300,9800000.0,4260.869565217391,4,1
